Name,Display Name,Description,Type,Required,Choices,Units,Default Value
hot_water_distribution_recirc_piping_length,Hot Water Distribution: Recirculation Piping Length,"If the distribution system is Recirculation, the length of the recirculation piping. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#recirculation-in-unit'>Recirculation (In-Unit)</a>) is used.",Double,false,,ft,
hot_water_distribution_recirc_branch_piping_length,Hot Water Distribution: Recirculation Branch Piping Length,"If the distribution system is Recirculation, the length of the recirculation branch piping. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#recirculation-in-unit'>Recirculation (In-Unit)</a>) is used.",Double,false,,ft,
hot_water_distribution_recirc_pump_power,Hot Water Distribution: Recirculation Pump Power,"If the distribution system is Recirculation, the recirculation pump power. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#recirculation-in-unit'>Recirculation (In-Unit)</a>) is used.",Double,false,,W,
hot_water_distribution_pipe_r,Hot Water Distribution: Pipe Insulation Nominal R-Value,"Nominal R-value of the pipe insulation. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-hot-water-distribution'>HPXML Hot Water Distribution</a>) is used.",Double,false,,h-ft^2-R/Btu,
dwhr_facilities_connected,Drain Water Heat Recovery: Facilities Connected,Which facilities are connected for the drain water heat recovery. Use 'none' if there is no drain water heat recovery system.,Choice,true,"['none', 'one', 'all']",,none
dwhr_equal_flow,Drain Water Heat Recovery: Equal Flow,Whether the drain water heat recovery has equal flow.,Boolean,false,"['true', 'false']",,true
dwhr_efficiency,Drain Water Heat Recovery: Efficiency,The efficiency of the drain water heat recovery.,Double,false,,Frac,0.55
water_fixtures_shower_low_flow,Hot Water Fixtures: Is Shower Low Flow,Whether the shower fixture is low flow.,Boolean,true,"['true', 'false']",,false
water_fixtures_sink_low_flow,Hot Water Fixtures: Is Sink Low Flow,Whether the sink fixture is low flow.,Boolean,true,"['true', 'false']",,false
water_fixtures_usage_multiplier,Hot Water Fixtures: Usage Multiplier,"Multiplier on the hot water usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-water-fixtures'>HPXML Water Fixtures</a>) is used.",Double,false,,,
general_water_use_usage_multiplier,General Water Use: Usage Multiplier,"Multiplier on internal gains from general water use (floor mopping, shower evaporation, water films on showers, tubs & sinks surfaces, plant watering, etc.) that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-building-occupancy'>HPXML Building Occupancy</a>) is used.",Double,false,,,
solar_thermal_system_type,Solar Thermal: System Type,The type of solar thermal system. Use 'none' if there is no solar thermal system.,Choice,true,"['none', 'hot water']",,none
solar_thermal_collector_area,Solar Thermal: Collector Area,The collector area of the solar thermal system.,Double,true,,ft^2,40
solar_thermal_collector_loop_type,Solar Thermal: Collector Loop Type,The collector loop type of the solar thermal system.,Choice,true,"['liquid direct', 'liquid indirect', 'passive thermosyphon']",,liquid direct
solar_thermal_collector_type,Solar Thermal: Collector Type,The collector type of the solar thermal system.,Choice,true,"['evacuated tube', 'single glazing black', 'double glazing black', 'integrated collector storage']",,evacuated tube
solar_thermal_collector_azimuth,Solar Thermal: Collector Azimuth,"The collector azimuth of the solar thermal system. Azimuth is measured clockwise from north (e.g., North=0, East=90, South=180, West=270).",Double,true,,degrees,180
solar_thermal_collector_tilt,Solar Thermal: Collector Tilt,"The collector tilt of the solar thermal system. Can also enter, e.g., RoofPitch, RoofPitch+20, Latitude, Latitude-15, etc.",String,true,,degrees,RoofPitch
solar_thermal_collector_rated_optical_efficiency,Solar Thermal: Collector Rated Optical Efficiency,The collector rated optical efficiency of the solar thermal system.,Double,true,,Frac,0.5
solar_thermal_collector_rated_thermal_losses,Solar Thermal: Collector Rated Thermal Losses,The collector rated thermal losses of the solar thermal system.,Double,true,,Btu/hr-ft^2-R,0.2799
solar_thermal_storage_volume,Solar Thermal: Storage Volume,"The storage volume of the solar thermal system. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#detailed-inputs'>Detailed Inputs</a>) is used.",Double,false,,gal,
solar_thermal_solar_fraction,Solar Thermal: Solar Fraction,"The solar fraction of the solar thermal system. If provided, overrides all other solar thermal inputs.",Double,true,,Frac,0
pv_system_present,PV System: Present,Whether there is a PV system present.,Boolean,true,"['true', 'false']",,false
pv_system_module_type,PV System: Module Type,"Module type of the PV system. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Choice,false,"['standard', 'premium', 'thin film']",,
pv_system_location,PV System: Location,"Location of the PV system. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Choice,false,"['roof', 'ground']",,
pv_system_tracking,PV System: Tracking,"Type of tracking for the PV system. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Choice,false,"['fixed', '1-axis', '1-axis backtracked', '2-axis']",,
pv_system_array_azimuth,PV System: Array Azimuth,"Array azimuth of the PV system. Azimuth is measured clockwise from north (e.g., North=0, East=90, South=180, West=270).",Double,true,,degrees,180
pv_system_array_tilt,PV System: Array Tilt,"Array tilt of the PV system. Can also enter, e.g., RoofPitch, RoofPitch+20, Latitude, Latitude-15, etc.",String,true,,degrees,RoofPitch
pv_system_max_power_output,PV System: Maximum Power Output,"Maximum power output of the PV system. For a shared system, this is the total building maximum power output.",Double,true,,W,4000
pv_system_inverter_efficiency,PV System: Inverter Efficiency,"Inverter efficiency of the PV system. If there are two PV systems, this will apply to both. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Double,false,,Frac,
pv_system_system_losses_fraction,PV System: System Losses Fraction,"System losses fraction of the PV system. If there are two PV systems, this will apply to both. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Double,false,,Frac,
pv_system_num_bedrooms_served,PV System: Number of Bedrooms Served,"Number of bedrooms served by PV system. Only needed if single-family attached or apartment unit and it is a shared PV system serving multiple dwelling units. Used to apportion PV generation to the unit of a SFA/MF building. If there are two PV systems, this will apply to both.",Integer,false,,#,
pv_system_2_present,PV System 2: Present,Whether there is a second PV system present.,Boolean,true,"['true', 'false']",,false
pv_system_2_module_type,PV System 2: Module Type,"Module type of the second PV system. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Choice,false,"['standard', 'premium', 'thin film']",,
pv_system_2_location,PV System 2: Location,"Location of the second PV system. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Choice,false,"['roof', 'ground']",,
pv_system_2_tracking,PV System 2: Tracking,"Type of tracking for the second PV system. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-photovoltaics'>HPXML Photovoltaics</a>) is used.",Choice,false,"['fixed', '1-axis', '1-axis backtracked', '2-axis']",,
pv_system_2_array_azimuth,PV System 2: Array Azimuth,"Array azimuth of the second PV system. Azimuth is measured clockwise from north (e.g., North=0, East=90, South=180, West=270).",Double,true,,degrees,180
pv_system_2_array_tilt,PV System 2: Array Tilt,"Array tilt of the second PV system. Can also enter, e.g., RoofPitch, RoofPitch+20, Latitude, Latitude-15, etc.",String,true,,degrees,RoofPitch
pv_system_2_max_power_output,PV System 2: Maximum Power Output,"Maximum power output of the second PV system. For a shared system, this is the total building maximum power output.",Double,true,,W,4000
battery_present,Battery: Present,Whether there is a lithium ion battery present.,Boolean,true,"['true', 'false']",,false
battery_location,Battery: Location,"The space type for the lithium ion battery location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-batteries'>HPXML Batteries</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'crawlspace', 'crawlspace - vented', 'crawlspace - unvented', 'crawlspace - conditioned', 'attic', 'attic - vented', 'attic - unvented', 'garage', 'outside']",,
battery_power,Battery: Rated Power Output,"The rated power output of the lithium ion battery. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-batteries'>HPXML Batteries</a>) is used.",Double,false,,W,
battery_capacity,Battery: Nominal Capacity,"The nominal capacity of the lithium ion battery. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-batteries'>HPXML Batteries</a>) is used.",Double,false,,kWh,
battery_usable_capacity,Battery: Usable Capacity,"The usable capacity of the lithium ion battery. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-batteries'>HPXML Batteries</a>) is used.",Double,false,,kWh,
battery_round_trip_efficiency,Battery: Round Trip Efficiency,"The round trip efficiency of the lithium ion battery. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-batteries'>HPXML Batteries</a>) is used.",Double,false,,Frac,
battery_num_bedrooms_served,Battery: Number of Bedrooms Served,Number of bedrooms served by the lithium ion battery. Only needed if single-family attached or apartment unit and it is a shared battery serving multiple dwelling units. Used to apportion battery charging/discharging to the unit of a SFA/MF building.,Integer,false,,#,
vehicle_type,Vehicle: Type,The type of vehicle present at the home.,String,false,,,none
vehicle_battery_capacity,Vehicle: EV Battery Nominal Battery Capacity,"The nominal capacity of the vehicle battery, only applies to electric vehicles. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-vehicles'>HPXML Vehicles</a>) is used.",Double,false,,kWh,
vehicle_battery_usable_capacity,Vehicle: EV Battery Usable Capacity,"The usable capacity of the vehicle battery, only applies to electric vehicles. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-vehicles'>HPXML Vehicles</a>) is used.",Double,false,,kWh,
vehicle_fuel_economy_units,Vehicle: Combined Fuel Economy Units,"The combined fuel economy units of the vehicle. Only 'kWh/mile', 'mile/kWh', or 'mpge' are allow for electric vehicles. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-vehicles'>HPXML Vehicles</a>) is used.",Choice,false,"['kWh/mile', 'mile/kWh', 'mpge', 'mpg']",,
vehicle_fuel_economy_combined,Vehicle: Combined Fuel Economy,"The combined fuel economy of the vehicle. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-vehicles'>HPXML Vehicles</a>) is used.",Double,false,,,
vehicle_miles_driven_per_year,Vehicle: Miles Driven Per Year,"The annual miles the vehicle is driven. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-vehicles'>HPXML Vehicles</a>) is used.",Double,false,,miles,
vehicle_hours_driven_per_week,Vehicle: Hours Driven Per Week,"The weekly hours the vehicle is driven. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-vehicles'>HPXML Vehicles</a>) is used.",Double,false,,hours,
vehicle_fraction_charged_home,Vehicle: Fraction Charged at Home,"The fraction of charging energy provided by the at-home charger to the vehicle, only applies to electric vehicles. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-vehicles'>HPXML Vehicles</a>) is used.",Double,false,,,
ev_charger_present,Electric Vehicle Charger: Present,Whether there is an electric vehicle charger present.,Boolean,false,"['true', 'false']",,false
ev_charger_level,Electric Vehicle Charger: Charging Level,"The charging level of the EV charger. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-electric-vehicle-chargers'>HPXML Electric Vehicle Chargers</a>) is used.",Choice,false,"['1', '2', '3']",,
ev_charger_power,Electric Vehicle Charger: Rated Charging Power,"The rated power output of the EV charger. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-electric-vehicle-chargers'>HPXML Electric Vehicle Chargers</a>) is used.",Double,false,,W,
lighting_present,Lighting: Present,Whether there is lighting energy use.,Boolean,true,"['true', 'false']",,true
lighting_interior_fraction_cfl,Lighting: Interior Fraction CFL,"Fraction of all lamps (interior) that are compact fluorescent. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0.1
lighting_interior_fraction_lfl,Lighting: Interior Fraction LFL,"Fraction of all lamps (interior) that are linear fluorescent. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_interior_fraction_led,Lighting: Interior Fraction LED,"Fraction of all lamps (interior) that are light emitting diodes. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_interior_usage_multiplier,Lighting: Interior Usage Multiplier,"Multiplier on the lighting energy usage (interior) that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-lighting'>HPXML Lighting</a>) is used.",Double,false,,,
lighting_exterior_fraction_cfl,Lighting: Exterior Fraction CFL,"Fraction of all lamps (exterior) that are compact fluorescent. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_exterior_fraction_lfl,Lighting: Exterior Fraction LFL,"Fraction of all lamps (exterior) that are linear fluorescent. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_exterior_fraction_led,Lighting: Exterior Fraction LED,"Fraction of all lamps (exterior) that are light emitting diodes. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_exterior_usage_multiplier,Lighting: Exterior Usage Multiplier,"Multiplier on the lighting energy usage (exterior) that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-lighting'>HPXML Lighting</a>) is used.",Double,false,,,
lighting_garage_fraction_cfl,Lighting: Garage Fraction CFL,"Fraction of all lamps (garage) that are compact fluorescent. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_garage_fraction_lfl,Lighting: Garage Fraction LFL,"Fraction of all lamps (garage) that are linear fluorescent. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_garage_fraction_led,Lighting: Garage Fraction LED,"Fraction of all lamps (garage) that are light emitting diodes. Lighting not specified as CFL, LFL, or LED is assumed to be incandescent.",Double,true,,,0
lighting_garage_usage_multiplier,Lighting: Garage Usage Multiplier,"Multiplier on the lighting energy usage (garage) that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-lighting'>HPXML Lighting</a>) is used.",Double,false,,,
holiday_lighting_present,Holiday Lighting: Present,Whether there is holiday lighting.,Boolean,true,"['true', 'false']",,false
holiday_lighting_daily_kwh,Holiday Lighting: Daily Consumption,"The daily energy consumption for holiday lighting (exterior). If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-lighting'>HPXML Lighting</a>) is used.",Double,false,,kWh/day,
holiday_lighting_period,Holiday Lighting: Period,"Enter a date range like 'Nov 25 - Jan 5'. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-lighting'>HPXML Lighting</a>) is used.",String,false,,,
dehumidifier_type,Dehumidifier: Type,The type of dehumidifier.,Choice,true,"['none', 'portable', 'whole-home']",,none
dehumidifier_efficiency_type,Dehumidifier: Efficiency Type,The efficiency type of dehumidifier.,Choice,true,"['EnergyFactor', 'IntegratedEnergyFactor']",,IntegratedEnergyFactor
dehumidifier_efficiency,Dehumidifier: Efficiency,The efficiency of the dehumidifier.,Double,true,,liters/kWh,1.5
dehumidifier_capacity,Dehumidifier: Capacity,The capacity (water removal rate) of the dehumidifier.,Double,true,,pint/day,40
dehumidifier_rh_setpoint,Dehumidifier: Relative Humidity Setpoint,The relative humidity setpoint of the dehumidifier.,Double,true,,Frac,0.5
dehumidifier_fraction_dehumidification_load_served,Dehumidifier: Fraction Dehumidification Load Served,The dehumidification load served fraction of the dehumidifier.,Double,true,,Frac,1
clothes_washer_present,Clothes Washer: Present,Whether there is a clothes washer present.,Boolean,true,"['true', 'false']",,true
clothes_washer_location,Clothes Washer: Location,"The space type for the clothes washer location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
clothes_washer_efficiency_type,Clothes Washer: Efficiency Type,The efficiency type of the clothes washer.,Choice,true,"['ModifiedEnergyFactor', 'IntegratedModifiedEnergyFactor']",,IntegratedModifiedEnergyFactor
clothes_washer_efficiency,Clothes Washer: Efficiency,"The efficiency of the clothes washer. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,ft^3/kWh-cyc,
clothes_washer_rated_annual_kwh,Clothes Washer: Rated Annual Consumption,"The annual energy consumed by the clothes washer, as rated, obtained from the EnergyGuide label. This includes both the appliance electricity consumption and the energy required for water heating. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,kWh/yr,
clothes_washer_label_electric_rate,Clothes Washer: Label Electric Rate,"The annual energy consumed by the clothes washer, as rated, obtained from the EnergyGuide label. This includes both the appliance electricity consumption and the energy required for water heating. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,$/kWh,
clothes_washer_label_gas_rate,Clothes Washer: Label Gas Rate,"The annual energy consumed by the clothes washer, as rated, obtained from the EnergyGuide label. This includes both the appliance electricity consumption and the energy required for water heating. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,$/therm,
clothes_washer_label_annual_gas_cost,Clothes Washer: Label Annual Cost with Gas DHW,"The annual cost of using the system under test conditions. Input is obtained from the EnergyGuide label. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,$,
clothes_washer_label_usage,Clothes Washer: Label Usage,"The clothes washer loads per week. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,cyc/wk,
clothes_washer_capacity,Clothes Washer: Drum Volume,"Volume of the washer drum. Obtained from the EnergyStar website or the manufacturer's literature. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,ft^3,
clothes_washer_usage_multiplier,Clothes Washer: Usage Multiplier,"Multiplier on the clothes washer energy and hot water usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-washer'>HPXML Clothes Washer</a>) is used.",Double,false,,,
clothes_dryer_present,Clothes Dryer: Present,Whether there is a clothes dryer present.,Boolean,true,"['true', 'false']",,true
clothes_dryer_location,Clothes Dryer: Location,"The space type for the clothes dryer location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-dryer'>HPXML Clothes Dryer</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
clothes_dryer_fuel_type,Clothes Dryer: Fuel Type,Type of fuel used by the clothes dryer.,Choice,true,"['electricity', 'natural gas', 'fuel oil', 'propane', 'wood', 'coal']",,natural gas
clothes_dryer_efficiency_type,Clothes Dryer: Efficiency Type,The efficiency type of the clothes dryer.,Choice,true,"['EnergyFactor', 'CombinedEnergyFactor']",,CombinedEnergyFactor
clothes_dryer_efficiency,Clothes Dryer: Efficiency,"The efficiency of the clothes dryer. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-dryer'>HPXML Clothes Dryer</a>) is used.",Double,false,,lb/kWh,
clothes_dryer_vented_flow_rate,Clothes Dryer: Vented Flow Rate,"The exhaust flow rate of the vented clothes dryer. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-dryer'>HPXML Clothes Dryer</a>) is used.",Double,false,,CFM,
clothes_dryer_usage_multiplier,Clothes Dryer: Usage Multiplier,"Multiplier on the clothes dryer energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-clothes-dryer'>HPXML Clothes Dryer</a>) is used.",Double,false,,,
dishwasher_present,Dishwasher: Present,Whether there is a dishwasher present.,Boolean,true,"['true', 'false']",,true
dishwasher_location,Dishwasher: Location,"The space type for the dishwasher location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
dishwasher_efficiency_type,Dishwasher: Efficiency Type,The efficiency type of dishwasher.,Choice,true,"['RatedAnnualkWh', 'EnergyFactor']",,RatedAnnualkWh
dishwasher_efficiency,Dishwasher: Efficiency,"The efficiency of the dishwasher. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Double,false,,RatedAnnualkWh or EnergyFactor,
dishwasher_label_electric_rate,Dishwasher: Label Electric Rate,"The label electric rate of the dishwasher. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Double,false,,$/kWh,
dishwasher_label_gas_rate,Dishwasher: Label Gas Rate,"The label gas rate of the dishwasher. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Double,false,,$/therm,
dishwasher_label_annual_gas_cost,Dishwasher: Label Annual Gas Cost,"The label annual gas cost of the dishwasher. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Double,false,,$,
dishwasher_label_usage,Dishwasher: Label Usage,"The dishwasher loads per week. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Double,false,,cyc/wk,
dishwasher_place_setting_capacity,Dishwasher: Number of Place Settings,"The number of place settings for the unit. Data obtained from manufacturer's literature. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Integer,false,,#,
dishwasher_usage_multiplier,Dishwasher: Usage Multiplier,"Multiplier on the dishwasher energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-dishwasher'>HPXML Dishwasher</a>) is used.",Double,false,,,
refrigerator_present,Refrigerator: Present,Whether there is a refrigerator present.,Boolean,true,"['true', 'false']",,true
refrigerator_location,Refrigerator: Location,"The space type for the refrigerator location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-refrigerators'>HPXML Refrigerators</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
refrigerator_rated_annual_kwh,Refrigerator: Rated Annual Consumption,"The EnergyGuide rated annual energy consumption for a refrigerator. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-refrigerators'>HPXML Refrigerators</a>) is used.",Double,false,,kWh/yr,
refrigerator_usage_multiplier,Refrigerator: Usage Multiplier,"Multiplier on the refrigerator energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-refrigerators'>HPXML Refrigerators</a>) is used.",Double,false,,,
extra_refrigerator_present,Extra Refrigerator: Present,Whether there is an extra refrigerator present.,Boolean,true,"['true', 'false']",,false
extra_refrigerator_location,Extra Refrigerator: Location,"The space type for the extra refrigerator location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-refrigerators'>HPXML Refrigerators</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
extra_refrigerator_rated_annual_kwh,Extra Refrigerator: Rated Annual Consumption,"The EnergyGuide rated annual energy consumption for an extra refrigerator. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-refrigerators'>HPXML Refrigerators</a>) is used.",Double,false,,kWh/yr,
